backbone_id	n_new_countries_recomputed	time_to_first_new_country_years	time_to_third_new_country_years	event_within_1y_label	event_within_3y_label	event_within_5y_label	three_countries_within_3y_label	three_countries_within_5y_label	spread_severity_bin
AB559	3	5.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0
AE582	5	1.0	7.0						
AE312	6	2.0	6.0						
AD744	6	4.0	5.0						
AE158	1	7.0							
AE114	2	2.0							
AB492	2	4.0							
AC629	3	1.0	8.0						
AE415	6	5.0	6.0	0.0	0.0	1.0	0.0	0.0	3.0
AC642	0								
AF697	0								
AC799	4	3.0	6.0						
AA937	0								
AA258	0								
AA264	2	2.0							
AC917	0								
AC421	0								
AE310	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB527	4	4.0	7.0						
AC068	4	5.0	6.0						
AB699	1	6.0							
AA126	7	1.0	4.0						
AE671	1	3.0							
AG089	4	2.0	5.0						
AC087	4	3.0	4.0						
AF040	0								
AD452	4	3.0	6.0	0.0	1.0	1.0	0.0	0.0	2.0
AG569	2	7.0							
AE669	1	3.0							
AG318	2	5.0							
AE698	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AB689	10	2.0	5.0						
AE479	6	3.0	6.0						
AA119	7	3.0	5.0						
AB557	5	6.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0
AA005	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA770	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AB819	6	3.0	7.0						
AB820	6	5.0	7.0						
AE058	2	2.0							
AH271	1	7.0							
AG618	1	1.0							
AB845	1	2.0							
AB558	4	2.0	5.0						
AD660	2	6.0							
AE155	2	3.0							
AG111	1	1.0							
AF318	4	2.0	6.0						
AC640	3	3.0	6.0						
AF701	2	3.0							
AA391	3	3.0	8.0						
AD221	3	6.0	8.0						
AC422	3	3.0	6.0						
AD257	2	3.0							
AD495	3	3.0	7.0	0.0	1.0	1.0	0.0	0.0	2.0
AD397	1	1.0							
AA599	7	2.0	6.0						
AG291	1	1.0							
AA886	3	3.0	8.0						
AB136	4	2.0	7.0	0.0	1.0	1.0	0.0	0.0	2.0
AD323	1	4.0							
AC282	4	5.0	7.0						
AC536	6	4.0	4.0	0.0	0.0	1.0	0.0	1.0	3.0
AC727	6	3.0	6.0						
AA919	10	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AG767	1	4.0							
AA970	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AB894	1	7.0							
AF644	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB932	4	4.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AF938	4	3.0	4.0						
AH423	3	2.0	8.0						
AF900	4	3.0	7.0						
AD094	3	1.0	8.0						
AE205	1	2.0							
AB000	3	5.0	8.0						
AE901	8	1.0	4.0						
AE887	7	2.0	4.0						
AA505	2	4.0							
AB376	4	3.0	5.0						
AB882	3	1.0	2.0						
AB482	3	2.0	7.0						
AF875	5	3.0	6.0						
AC967	2	2.0							
AB411	3	3.0	8.0						
AG530	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AA114	9	2.0	4.0	0.0	1.0	1.0	0.0	1.0	3.0
AC168	2	7.0							
AD416	2	4.0							
AC015	2	1.0							
AA853	4	3.0	5.0						
AD194	6	4.0	6.0	0.0	0.0	1.0	0.0	0.0	3.0
AC882	6	4.0	7.0						
AA027	6	2.0	5.0						
AA322	11	1.0	2.0						
AF746	3	1.0	2.0						
AB545	1	2.0							
AF568	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AG642	0								
AF570	1	2.0							
AG228	1	3.0							
AG958	3	1.0	6.0						
AB256	3	4.0	8.0						
AA657	0								
AC532	0			0.0	0.0	0.0	0.0	0.0	0.0
AG564	2	5.0							
AF637	5	3.0	7.0						
AB844	3	4.0	8.0						
AF210	1	6.0							
AG626	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC907	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AG224	0			0.0	0.0	0.0	0.0	0.0	0.0
AC066	2	6.0							
AC382	1	1.0							
AD047	1	3.0							
AF309	0								
AF410	4	3.0	7.0						
AH107	1	4.0							
AE594	1	4.0							
AB808	3	5.0	7.0						
AH449	1	4.0							
AE905	2	6.0							
AF448	2	3.0							
AG110	1	4.0							
AB190	5	5.0	6.0						
AD723	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AC313	5	3.0	6.0	0.0	1.0	1.0	0.0	0.0	3.0
AG471	1	5.0							
AF347	1	6.0							
AE608	7	4.0	6.0						
AC777	3	3.0	8.0						
AF908	5	5.0	7.0	0.0	0.0	1.0	0.0	0.0	3.0
AC691	9	2.0	3.0	0.0	1.0	1.0	1.0	1.0	3.0
AC689	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AC093	9	2.0	3.0						
AF206	3	1.0	6.0						
AG580	0								
AC095	3	5.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AD578	5	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AD577	4	5.0	5.0						
AA712	3	2.0	3.0						
AF933	1	3.0							
AC793	0								
AC794	0								
AG804	2	1.0							
AF225	5	1.0	4.0	1.0	1.0	1.0	0.0	1.0	3.0
AG144	1	2.0							
AF122	1	5.0							
AB152	5	3.0	7.0	0.0	1.0	1.0	0.0	0.0	3.0
AF224	4	3.0	6.0	0.0	1.0	1.0	0.0	0.0	2.0
AA923	2	4.0							
AC580	8	2.0	5.0						
AD996	7	4.0	6.0						
AC292	7	4.0	5.0						
AA943	4	5.0	7.0						
AA053	4	4.0	6.0						
AF592	2	1.0							
AA533	3	2.0	7.0						
AA354	2	6.0							
AD743	8	4.0	5.0						
AC941	3	4.0	8.0						
AE029	4	4.0	5.0						
AB702	7	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AA079	8	2.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AF757	2	3.0							
AE478	5	5.0	6.0						
AB159	4	5.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0
AF905	9	1.0	2.0						
AC885	4	2.0	6.0						
AF013	1	2.0							
AF994	1	6.0							
AC726	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AH201	1	3.0							
AE628	2	5.0							
AD890	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AE873	4	4.0	6.0						
AA166	1	6.0							
AA099	1	7.0							
AF929	3	4.0	6.0						
AE303	0								
AA852	2	3.0							
AE355	0								
AD545	1	7.0							
AE938	0								
AF440	2	4.0							
AD307	5	3.0	5.0						
AD961	4	4.0	6.0						
AE599	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AF514	6	5.0	6.0						
AD466	10	4.0	5.0						
AE736	3	4.0	7.0						
AF375	2	6.0							
AA049	1	5.0							
AC714	1	5.0							
AG437	4	2.0	7.0						
AF009	2	3.0							
AA177	3	3.0	7.0						
AC883	0								
AG683	2	4.0							
AD700	1	3.0							
AC167	2	7.0							
AF878	1	3.0							
AB203	0								
AA916	2	3.0							
AC447	4	2.0	8.0						
AC468	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AF536	2	5.0							
AA749	7	3.0	5.0						
AC891	2	4.0							
AB078	2	3.0							
AA663	8	5.0	7.0						
AD334	4	5.0	6.0						
AA362	2	3.0							
AG243	0								
AA756	4	5.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0
AD163	2	1.0							
AD458	2	2.0							
AH270	0								
AF556	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB964	2	5.0							
AG368	3	6.0	8.0						
AB714	2	2.0							
AA438	4	2.0	5.0						
AA413	2	4.0							
AA588	2	3.0							
AF429	3	3.0	8.0						
AA452	14	1.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0
AA944	10	4.0	5.0						
AA167	5	5.0	6.0						
AE504	2	3.0							
AE797	3	1.0	8.0						
AF095	1	1.0							
AF117	1	1.0							
AC211	1	1.0							
AA691	1	8.0							
AG596	0								
AE604	5	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AB480	3	4.0	8.0						
AE430	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AB305	3	3.0	5.0						
AA954	1	3.0							
AC345	2	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AF479	4	5.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AE219	1	5.0							
AB644	4	1.0	8.0	1.0	1.0	1.0	0.0	0.0	2.0
AA850	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AH207	2	5.0							
AF652	0								
AD258	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA410	6	2.0	6.0	0.0	1.0	1.0	0.0	0.0	3.0
AH415	2	6.0							
AB754	3	5.0	8.0						
AB624	1	7.0							
AE535	0								
AD646	5	5.0	8.0						
AE165	2	6.0							
AD079	1	3.0							
AD305	4	4.0	4.0						
AD630	2	2.0							
AB888	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB593	3	1.0	7.0	1.0	1.0	1.0	0.0	0.0	2.0
AB292	0			0.0	0.0	0.0	0.0	0.0	0.0
AC443	3	1.0	6.0						
AC606	2	7.0							
AA524	12	3.0	4.0						
AB406	7	1.0	3.0						
AA838	4	6.0	7.0						
AD006	5	4.0	7.0						
AF522	4	2.0	6.0						
AC492	2	2.0							
AG501	1	4.0							
AB353	2	3.0							
AB439	0								
AF871	3	4.0	6.0						
AG190	0			0.0	0.0	0.0	0.0	0.0	0.0
AG382	0								
AG126	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD313	2	3.0							
AC939	1	4.0							
AD097	3	5.0	8.0						
AA633	6	1.0	5.0						
AE450	11	1.0	1.0						
AA094	2	3.0							
AF575	1	2.0							
AG173	6	4.0	5.0						
AE820	0								
AC986	2	5.0							
AD189	1	3.0							
AD492	5	2.0	2.0						
AB638	4	4.0	7.0						
AB293	0								
AE483	1	8.0							
AD665	3	4.0	7.0						
AB127	6	4.0	5.0						
AB973	5	2.0	6.0						
AC408	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD546	3	8.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AB403	1	8.0							
AD875	1	8.0							
AA613	9	1.0	2.0						
AG565	5	2.0	6.0						
AF954	6	2.0	4.0						
AE315	3	3.0	7.0						
AA616	5	1.0	5.0						
AF449	5	2.0	2.0	0.0	1.0	1.0	1.0	1.0	3.0
AA611	5	5.0	6.0						
AE195	3	4.0	8.0						
AC569	3	3.0	8.0						
AB326	2	8.0							
AH287	4	4.0	6.0						
AD085	3	5.0	8.0						
AG218	2	4.0							
AE572	3	3.0	7.0						
AG397	2	7.0							
AC297	4	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AB067	8	5.0	5.0						
AC237	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC238	1	8.0							
AD036	6	2.0	5.0						
AA488	4	1.0	5.0						
AC449	2	4.0							
AH154	6	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0
AE223	2	7.0							
AB298	1	2.0							
AF178	2	1.0							
AE745	5	4.0	7.0						
AF179	2	2.0							
AD654	2	3.0							
AG486	2	3.0							
AE470	4	4.0	7.0						
AG697	4	3.0	6.0						
AE410	4	4.0	6.0						
AA294	0								
AD774	3	6.0	8.0						
AA289	4	3.0	6.0						
AB220	0			0.0	0.0	0.0	0.0	0.0	0.0
AF014	4	2.0	7.0						
AE497	3	3.0	7.0						
AD762	4	3.0	7.0						
AB495	2	1.0							
AE468	5	4.0	5.0						
AE073	1	7.0							
AE603	4	3.0	6.0	0.0	1.0	1.0	0.0	0.0	2.0
AA504	3	3.0	7.0						
AD132	2	4.0							
AC897	4	5.0	6.0						
AB910	1	8.0							
AC609	2	1.0							
AA493	5	1.0	5.0						
AB481	5	2.0	7.0						
AB478	2	1.0							
AG776	4	1.0	8.0						
AB606	2	4.0							
AA086	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AE267	1	8.0							
AA422	2	8.0							
AC484	3	4.0	8.0						
AC349	2	2.0							
AB672	4	4.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AB435	4	6.0	8.0						
AC280	3	7.0	8.0						
AD559	1	1.0							
AC216	7	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AA812	5	5.0	5.0						
AG055	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AF023	1	8.0							
AH122	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AE049	6	1.0	6.0	1.0	1.0	1.0	0.0	0.0	3.0
AD187	8	1.0	5.0						
AD776	2	7.0							
AE302	3	2.0	8.0						
AG616	2	3.0							
AH161	1	8.0							
AG478	3	4.0	8.0						
AD865	5	3.0	6.0						
AD404	2	7.0							
AE783	3	4.0	8.0						
AE784	1	6.0							
AE194	2	4.0							
AE965	3	6.0	8.0						
AA478	1	8.0							
AA694	9	4.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AH203	1	8.0							
AG455	1	4.0							
AD650	3	1.0	3.0						
AB146	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AF387	3	1.0	8.0						
AH428	0			0.0	0.0	0.0	0.0	0.0	0.0
AG836	2	3.0							
AC390	2	4.0							
AH354	2	2.0							
AB669	3	4.0	8.0						
AD446	2	1.0							
AE382	5	3.0	6.0						
AD121	6	5.0	7.0						
AA233	2	1.0							
AB832	1	8.0							
AF194	4	4.0	6.0						
AE371	4	2.0	8.0						
AB350	1	8.0							
AA195	6	1.0	2.0						
AE374	2	4.0							
AF874	1	5.0							
AE622	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AG461	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF909	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AF915	1	8.0							
AB878	5	2.0	5.0						
AE502	4	3.0	8.0						
AD768	2	5.0							
AG428	0								
AA367	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AG324	1	8.0							
AB578	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC643	1	8.0							
AA936	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AF150	3	2.0	6.0						
AA592	4	5.0	5.0						
AF268	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AC259	1	6.0							
AE917	1	8.0							
AB374	6	2.0	5.0						
AG003	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AB047	13	2.0	3.0						
AA401	5	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AB957	3	5.0	6.0						
AD339	4	4.0	5.0						
AA358	4	3.0	5.0						
AB959	1	4.0							
AC899	3	4.0	6.0						
AG340	10	5.0	5.0						
AA159	8	3.0	5.0						
AD068	2	5.0							
AC289	8	3.0	5.0						
AF144	3	6.0	8.0						
AA326	7	3.0	5.0						
AA532	4	3.0	5.0						
AE765	0								
AG391	1	4.0							
AB183	2	8.0							
AA436	10	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AC193	2	1.0							
AD548	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA519	13	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AA359	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD353	4	1.0	8.0						
AF345	1	3.0							
AF593	4	2.0	5.0						
AE540	5	4.0	5.0						
AC948	5	4.0	6.0	0.0	0.0	1.0	0.0	0.0	3.0
AG738	2	1.0							
AA965	3	1.0	8.0						
AB041	12	2.0	5.0						
AC232	1	8.0							
AG887	2	5.0							
AF152	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AG177	1	8.0							
AC293	4	4.0	6.0						
AH027	3	7.0	8.0						
AE488	1	8.0							
AC287	3	3.0	8.0						
AG520	3	5.0	8.0						
AF356	2	3.0							
AG091	3	7.0	8.0						
AG092	3	5.0	8.0						
AD245	3	3.0	8.0						
AC352	6	5.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AD077	3	6.0	8.0						
AF113	3	2.0	8.0						
AD861	7	3.0	6.0						
AB338	5	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AB008	3	6.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AG137	3	6.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AE318	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF330	1	8.0							
AD773	1	7.0							
AA535	3	5.0	7.0						
AA033	4	1.0	5.0						
AF403	2	1.0							
AF340	2	5.0							
AC687	2	3.0							
AF339	2	5.0							
AC628	3	6.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AA934	0			0.0	0.0	0.0	0.0	0.0	0.0
AC641	0			0.0	0.0	0.0	0.0	0.0	0.0
AD055	10	3.0	5.0						
AF480	1	2.0							
AF232	4	4.0	7.0						
AA724	9	1.0	2.0						
AG390	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE580	2	3.0							
AF166	7	3.0	5.0						
AE985	3	4.0	8.0						
AE600	3	3.0	8.0						
AF791	6	1.0	8.0						
AD702	8	3.0	5.0						
AC728	5	3.0	6.0						
AC834	1	8.0							
AA332	14	2.0	3.0						
AC041	4	3.0	4.0						
AG590	12	3.0	5.0						
AB469	4	2.0	8.0						
AG134	2	1.0							
AG345	2	4.0							
AA696	8	4.0	5.0						
AE842	2	4.0							
AB001	4	1.0	5.0						
AD884	4	2.0	3.0						
AD373	4	1.0	7.0						
AF761	5	6.0	6.0						
AB432	1	8.0							
AG582	0								
AD328	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB073	4	5.0	7.0						
AC736	4	5.0	8.0						
AB613	5	2.0	6.0						
AC319	3	4.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AB468	7	1.0	6.0	1.0	1.0	1.0	0.0	0.0	3.0
AB782	2	5.0							
AE802	4	3.0	8.0						
AG395	4	2.0	6.0						
AA597	7	1.0	4.0						
AH135	1	1.0							
AB592	3	5.0	5.0						
AH419	4	3.0	7.0						
AC645	4	2.0	6.0						
AA920	2	1.0							
AD597	3	5.0	8.0						
AA237	4	2.0	3.0	0.0	1.0	1.0	1.0	1.0	2.0
AE258	5	2.0	7.0						
AC257	2	3.0							
AC928	2	2.0							
AG516	3	6.0	7.0						
AC372	3	5.0	8.0						
AE888	5	3.0	4.0						
AB383	3	3.0	7.0						
AF488	3	5.0	8.0						
AD010	3	4.0	8.0						
AB851	3	2.0	8.0						
AA429	5	2.0	2.0						
AB554	4	4.0	6.0						
AG773	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG639	1	8.0							
AF018	3	3.0	7.0						
AB200	2	4.0							
AB580	0			0.0	0.0	0.0	0.0	0.0	0.0
AG273	1	5.0							
AG442	2	4.0							
AH353	1	6.0							
AA330	3	6.0	6.0						
AH060	1	3.0							
AC677	0			0.0	0.0	0.0	0.0	0.0	0.0
AE321	4	3.0	8.0						
AC808	3	1.0	8.0						
AC835	5	3.0	7.0						
AD558	5	5.0	5.0						
AB344	3	3.0	8.0						
AB343	3	3.0	8.0						
AF235	6	3.0	7.0						
AB827	3	3.0	8.0						
AC927	5	2.0	6.0						
AF872	2	8.0							
AF523	4	4.0	6.0						
AC067	3	6.0	8.0						
AA025	1	7.0							
AF551	1	1.0							
AB251	1	8.0							
AD521	1	8.0							
AB433	3	3.0	7.0						
AG021	4	1.0	7.0						
AD199	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG064	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA921	10	2.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AC951	4	1.0	4.0	1.0	1.0	1.0	0.0	1.0	2.0
AG701	2	6.0							
AB262	2	3.0							
AC181	6	2.0	4.0						
AB864	3	1.0	8.0						
AA833	3	4.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AD162	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB998	3	7.0	8.0						
AC585	2	8.0							
AB258	4	6.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0
AA574	1	8.0							
AD538	3	2.0	8.0						
AE048	2	6.0							
AA801	3	3.0	8.0						
AD590	5	6.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0
AE215	3	2.0	8.0						
AB979	4	2.0	8.0	0.0	1.0	1.0	0.0	0.0	2.0
AA783	3	7.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AC607	1	8.0							
AE475	2	5.0							
AC568	4	6.0	8.0						
AC567	7	2.0	4.0						
AE459	1	5.0							
AE179	1	5.0							
AD355	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AB876	3	2.0	8.0						
AE287	3	4.0	8.0						
AE285	3	4.0	8.0						
AB798	4	1.0	8.0						
AC881	5	3.0	6.0						
AG637	5	3.0	6.0						
AD266	3	3.0	5.0						
AD273	3	1.0	8.0						
AF043	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AE632	3	2.0	8.0						
AA665	4	5.0	6.0						
AA475	8	4.0	7.0						
AC030	4	2.0	3.0	0.0	1.0	1.0	1.0	1.0	2.0
AE929	5	2.0	6.0						
AD341	6	4.0	5.0						
AA417	4	1.0	8.0						
AA825	4	2.0	7.0						
AA826	3	4.0	8.0						
AB279	3	2.0	8.0						
AC033	2	2.0							
AA143	10	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AA331	11	2.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AC105	6	1.0	6.0	1.0	1.0	1.0	0.0	0.0	3.0
AE426	2	5.0							
AB160	5	4.0	6.0						
AF596	3	2.0	8.0						
AC038	2	4.0							
AD389	3	3.0	8.0						
AA805	3	1.0	5.0						
AB744	5	3.0	5.0						
AB543	1	5.0							
AC302	6	6.0	7.0						
AA456	8	5.0	6.0						
AG661	1	8.0							
AA859	6	4.0	6.0	0.0	0.0	1.0	0.0	0.0	3.0
AB459	2	7.0							
AB546	3	6.0	8.0						
AC200	2	8.0							
AF598	3	2.0	8.0						
AC043	5	4.0	7.0						
AD448	2	8.0							
AE570	2	3.0							
AF462	1	8.0							
AB254	2	2.0							
AE814	2	6.0							
AG107	2	8.0							
AG105	4	2.0	4.0						
AB907	1	8.0							
AH100	1	8.0							
AB943	1	8.0							
AC871	2	8.0							
AE136	1	8.0							
AF765	2	3.0							
AC344	7	2.0	4.0	0.0	1.0	1.0	0.0	1.0	3.0
AC605	3	5.0	8.0						
AE744	1	8.0							
AE666	3	4.0	8.0						
AC088	4	1.0	6.0						
AH282	4	1.0	8.0						
AG754	3	4.0	8.0						
AG726	4	1.0	6.0						
AA824	6	3.0	7.0						
AA028	3	3.0	6.0						
AE124	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG085	2	8.0							
AA425	10	4.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AC737	6	2.0	3.0						
AG577	3	4.0	8.0						
AA634	11	2.0	2.0						
AG090	1	3.0							
AC207	3	3.0	8.0						
AB170	1	8.0							
AH340	1	2.0							
AE191	1	8.0							
AF147	3	6.0	8.0						
AG454	2	5.0							
AF601	2	1.0							
AE212	2	5.0							
AH186	3	5.0	8.0						
AC236	1	8.0							
AG380	2	7.0							
AD882	1	8.0							
AB577	1	8.0							
AA078	1	8.0							
AF648	1	8.0							
AB833	7	4.0	8.0						
AE793	3	6.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AE525	2	7.0							
AE067	3	4.0	8.0						
AA318	3	3.0	8.0						
AA837	6	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AA084	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA306	2	6.0							
AE265	3	4.0	8.0						
AG239	3	4.0	8.0						
AB968	2	6.0							
AC662	6	2.0	2.0						
AF395	4	2.0	6.0	0.0	1.0	1.0	0.0	0.0	2.0
AA949	2	2.0							
AA655	3	3.0	8.0						
AF019	2	5.0							
AB394	2	3.0							
AD659	1	6.0							
AB484	4	1.0	7.0						
AG502	1	3.0							
AE284	4	3.0	6.0						
AA483	2	3.0							
AF075	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG358	3	1.0	8.0						
AB169	8	4.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AE719	3	4.0	8.0						
AD539	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AE358	5	4.0	8.0						
AA365	2	8.0							
AA116	5	2.0	5.0						
AB706	5	3.0	5.0						
AD537	1	6.0							
AD075	2	5.0							
AD434	2	3.0							
AA894	10	1.0	1.0						
AA518	3	2.0	8.0						
AA527	6	4.0	4.0						
AF993	1	8.0							
AD173	4	2.0	5.0						
AB705	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AB676	2	5.0							
AE734	0								
AE228	6	1.0	5.0						
AC524	3	1.0	5.0						
AD939	1	8.0							
AB467	3	1.0	8.0						
AB466	3	5.0	8.0						
AD894	6	1.0	6.0						
AC973	7	3.0	5.0						
AB261	1	3.0							
AA748	1	3.0							
AD267	1	2.0							
AC023	1	4.0							
AD864	2	3.0							
AA650	6	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AF275	2	1.0							
AB936	2	5.0							
AC979	1	8.0							
AB635	2	7.0							
AC671	2	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AA681	4	2.0	6.0						
AD598	3	1.0	8.0						
AD633	3	5.0	8.0						
AC347	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AD283	7	1.0	2.0						
AG210	3	2.0	8.0						
AB935	2	1.0							
AF290	3	1.0	8.0						
AE714	2	4.0							
AD649	1	8.0							
AD167	10	2.0	5.0						
AF950	2	3.0							
AA782	1	8.0							
AG540	3	1.0	8.0						
AD418	2	6.0							
AH134	2	3.0							
AE092	1	5.0							
AB196	2	5.0							
AA219	2	2.0							
AB318	1	8.0							
AG745	3	3.0	7.0						
AB597	3	1.0	6.0						
AC600	1	1.0							
AF837	3	3.0	8.0						
AA539	3	6.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AD337	6	4.0	5.0						
AD999	2	5.0							
AC684	1	8.0							
AD984	3	2.0	8.0						
AC971	5	3.0	5.0						
AF431	2	6.0							
AF975	1	8.0							
AG731	3	3.0	8.0						
AC822	1	8.0							
AB054	7	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AA885	5	4.0	6.0	0.0	0.0	1.0	0.0	0.0	3.0
AA022	8	3.0	5.0						
AB442	4	5.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0
AD444	4	5.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AE200	2	5.0							
AE763	2	4.0							
AA360	3	5.0	8.0						
AA191	6	3.0	6.0						
AC434	3	1.0	8.0						
AA907	5	3.0	5.0						
AC221	1	8.0							
AD982	8	2.0	5.0						
AE520	2	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AB541	6	1.0	5.0						
AA711	3	4.0	8.0						
AC587	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AC114	2	2.0							
AC091	2	8.0							
AF301	1	8.0							
AC479	1	8.0							
AF976	1	8.0							
AF052	3	3.0	8.0						
AF050	3	3.0	8.0						
AB733	3	3.0	8.0						
AE185	1	8.0							
AB999	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AA659	4	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AC395	3	2.0	8.0						
AC389	2	2.0							
AC397	1	8.0							
AE546	1	7.0							
AF610	2	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AF895	2	1.0							
AD378	2	4.0							
AC341	5	3.0	4.0						
AC898	1	8.0							
AB424	1	1.0							
AD091	3	6.0	8.0						
AF856	1	2.0							
AE324	4	2.0	7.0						
AC281	3	5.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
