backbone_id	n_new_countries_recomputed	time_to_first_new_country_years	time_to_third_new_country_years	event_within_1y_label	event_within_3y_label	event_within_5y_label	three_countries_within_3y_label	three_countries_within_5y_label	spread_severity_bin
AD501	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AF914	2	3.0							
AE856	2	2.0							
AE694	2	4.0							
AD789	4	2.0	6.0						
AG541	3	1.0	7.0						
AB276	1	7.0							
AG234	1	2.0							
AA007	3	5.0	7.0						
AD976	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB723	3	5.0	7.0						
AA563	3	3.0	7.0	0.0	1.0	1.0	0.0	0.0	2.0
AA070	3	2.0	7.0						
AD190	3	1.0	7.0						
AA764	5	1.0	6.0	1.0	1.0	1.0	0.0	0.0	3.0
AG552	2	6.0							
AA564	2	3.0							
AA767	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AA067	1	7.0							
AA600	1	1.0							
AA003	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AB153	2	2.0							
AB129	3	1.0	7.0						
AF450	2	3.0							
AC339	2	4.0							
AA128	9	2.0	4.0						
AA414	3	4.0	6.0						
AG374	4	1.0	6.0						
AC094	2	1.0							
AE555	1	7.0							
AE122	2	4.0							
AG691	3	1.0	7.0						
AE061	3	3.0	7.0						
AD413	3	2.0	7.0						
AD275	1	3.0							
AB980	3	1.0	6.0						
AG807	0								
AA750	2	5.0							
AH379	1	4.0							
AC577	2	5.0							
AE164	0								
AE160	0								
AE159	1	7.0							
AB148	3	2.0	7.0	0.0	1.0	1.0	0.0	0.0	2.0
AG684	1	7.0							
AG292	1	6.0							
AF384	1	5.0							
AC613	1	3.0							
AD060	4	4.0	7.0						
AC516	1	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AF512	1	6.0							
AA601	6	1.0	6.0	1.0	1.0	1.0	0.0	0.0	3.0
AH148	1	7.0							
AF256	1	5.0							
AB198	2	4.0							
AB283	2	3.0							
AE801	1	7.0							
AH238	1	7.0							
AC008	1	7.0							
AF733	2	2.0							
AB415	3	2.0	7.0						
AF819	1	4.0							
AB499	2	3.0							
AE529	1	3.0							
AC340	2	5.0							
AC572	2	3.0							
AC571	2	5.0							
AC566	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD123	1	5.0							
AB679	2	3.0							
AA193	1	4.0							
AE751	2	6.0							
AD380	1	7.0							
AG648	1	1.0							
AF686	3	3.0	5.0	0.0	1.0	1.0	0.0	1.0	2.0
AH229	1	7.0							
AD841	1	7.0							
AE715	3	4.0	7.0						
AC683	2	3.0							
AG281	1	5.0							
AC252	2	2.0							
AF130	2	4.0							
AF777	2	2.0							
AH196	2	4.0							
AG025	2	4.0							
AF300	2	4.0							
AD814	2	4.0							
AF806	2	4.0							
AF169	2	4.0							
AA428	2	4.0							
AD155	2	3.0							
AF638	2	4.0							
AE363	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AE746	2	2.0							
AG027	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE013	2	2.0							
AG576	1	1.0							
AF797	2	4.0							
AF955	2	3.0							
AG078	1	7.0							
AF869	3	4.0	7.0						
AE014	1	7.0							
AC702	2	4.0							
AE726	2	4.0							
AC153	1	7.0							
AC180	1	7.0							
AB457	1	3.0							
AG585	2	5.0							
AC362	2	5.0							
AB186	4	5.0	5.0	0.0	0.0	1.0	0.0	1.0	2.0
AE725	2	4.0							
AF170	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB417	4	2.0	6.0						
AE307	2	2.0							
AG931	1	7.0							
AB317	2	3.0							
AH434	2	4.0							
AE434	4	2.0	5.0						
AG934	2	2.0							
AF882	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AH267	1	7.0							
AF641	2	3.0							
AD227	5	4.0	6.0						
AC558	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB179	2	3.0							
AC461	2	4.0							
AA498	2	3.0							
AF015	2	5.0							
AB163	3	3.0	7.0						
AC933	1	3.0							
AB147	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB271	2	4.0							
AF881	2	6.0							
AB861	2	4.0							
AA702	1	6.0							
AF535	3	5.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AD928	1	7.0							
AA847	3	1.0	7.0						
AA234	1	3.0							
AB926	2	2.0							
AF276	5	2.0	5.0						
AG439	3	6.0	7.0						
AC694	3	2.0	5.0	0.0	1.0	1.0	0.0	1.0	2.0
AC285	1	2.0							
AA693	5	4.0	7.0						
AE947	0			0.0	0.0	0.0	0.0	0.0	0.0
AD570	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE057	1	7.0							
AF060	0								
AE918	4	3.0	5.0						
AA607	0								
AG404	1	7.0							
AG613	1	7.0							
AA779	1	2.0							
AD202	3	2.0	5.0						
AD254	4	2.0	5.0						
AA383	1	2.0							
AB806	1	2.0							
AA253	3	2.0	6.0						
AA244	1	2.0							
AD610	2	2.0							
AB805	1	6.0							
AC365	1	2.0							
AA254	4	3.0	6.0						
AB807	1	7.0							
AA243	1	7.0							
AA246	1	3.0							
AG659	1	7.0							
AE476	4	2.0	5.0						
AE869	2	4.0							
AG823	1	6.0							
AA465	2	4.0							
AE288	1	4.0							
AC183	2	4.0							
AB927	0			0.0	0.0	0.0	0.0	0.0	0.0
AC444	2	1.0							
AE176	3	2.0	7.0						
AB885	1	7.0							
AE090	2	5.0							
AD311	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AF833	2	5.0							
AC958	3	2.0	6.0						
AF239	2	3.0							
AE991	1	7.0							
AF707	2	1.0							
AF539	2	5.0							
AF416	2	5.0							
AH244	2	7.0							
AD111	5	3.0	7.0	0.0	1.0	1.0	0.0	0.0	3.0
AD716	0								
AD056	2	3.0							
AC823	2	3.0							
AC059	1	6.0							
AH310	2	5.0							
AD309	1	5.0							
AD763	3	1.0	5.0	1.0	1.0	1.0	0.0	1.0	2.0
AA568	1	7.0							
AH283	2	1.0							
AF153	3	1.0	7.0						
AF168	2	2.0							
AG309	1	7.0							
AC025	3	3.0	7.0	0.0	1.0	1.0	0.0	0.0	2.0
AE224	3	2.0	7.0						
AB386	1	3.0							
AG638	3	4.0	7.0						
AB852	3	2.0	6.0						
AC739	3	2.0	6.0						
AE518	4	3.0	5.0						
AC065	1	1.0							
AB363	2	2.0							
AC836	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AH172	1	1.0							
AF000	2	4.0							
AC704	2	1.0							
AA095	3	3.0	7.0						
AG722	2	2.0							
AF110	2	3.0							
AG102	3	2.0	7.0						
AB217	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AF547	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AG154	3	5.0	7.0						
AG143	2	6.0							
AC070	5	2.0	5.0						
AD557	2	4.0							
AB600	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE231	2	6.0							
AF049	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AG631	3	3.0	7.0						
AD441	2	5.0							
AG689	3	2.0	7.0						
AC719	1	6.0							
AC199	6	1.0	4.0						
AF696	2	2.0							
AA774	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AF476	2	6.0							
AA895	2	6.0							
AE747	1	3.0							
AE748	1	3.0							
AF925	1	3.0							
AB923	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA762	2	4.0							
AE264	4	5.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AB562	1	3.0							
AF926	1	3.0							
AE385	3	1.0	7.0						
AE886	1	1.0							
AA967	3	3.0	7.0						
AB393	4	1.0	4.0						
AF816	1	7.0							
AF831	4	4.0	6.0						
AC161	2	6.0							
AE982	4	1.0	4.0	1.0	1.0	1.0	0.0	1.0	2.0
AF243	1	7.0							
AE416	1	7.0							
AF016	2	2.0							
AG010	2	1.0							
AD834	1	7.0							
AF743	2	3.0							
AH139	1	6.0							
AD400	3	2.0	7.0						
AF966	2	3.0							
AD911	3	1.0	7.0						
AB358	4	4.0	6.0						
AE591	0								
AC116	1	7.0							
AC115	1	7.0							
AA196	1	7.0							
AB427	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AE056	3	2.0	7.0						
AE174	2	4.0							
AE055	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AG285	1	7.0							
AF706	4	4.0	5.0	0.0	0.0	1.0	0.0	1.0	2.0
AC179	3	1.0	7.0						
AD509	2	2.0							
AE870	2	2.0							
AF112	2	3.0							
AD086	2	2.0							
AD248	2	2.0							
AC450	2	4.0							
AB883	1	7.0							
AD621	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AC348	2	4.0							
AC584	2	4.0							
AF574	1	1.0							
AE843	3	3.0	7.0						
AD316	1	1.0							
AB886	2	5.0							
AA714	1	2.0							
AD436	2	5.0							
AC974	2	1.0							
AG873	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AD151	2	3.0							
AC505	3	3.0	7.0						
AD198	3	5.0	6.0						
AF333	1	6.0							
AH070	2	2.0							
AF693	2	4.0							
AE405	5	3.0	5.0						
AC419	2	2.0							
AG695	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AH055	1	6.0							
AF131	1	7.0							
AG030	1	7.0							
AD658	2	5.0							
AA455	2	3.0							
AF089	2	4.0							
AH075	2	5.0							
AE971	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AC075	5	5.0	6.0						
AE638	2	5.0							
AF267	2	3.0							
AB691	2	7.0							
AC029	2	3.0							
AC061	2	1.0							
AD758	1	2.0							
AA823	1	3.0							
AE862	4	5.0	7.0						
AB626	2	1.0							
AG885	1	1.0							
AA946	3	3.0	7.0						
AH022	2	6.0							
AH305	2	6.0							
AE129	1	7.0							
AF214	3	7.0	7.0						
AB099	1	7.0							
AD652	2	5.0							
AF681	1	7.0							
AF793	2	6.0							
AF792	2	6.0							
AA989	2	5.0							
AE729	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AF454	3	3.0	4.0	0.0	1.0	1.0	0.0	1.0	2.0
AD804	2	2.0							
AA305	2	3.0							
AF911	2	7.0							
AG387	1	7.0							
AB645	2	2.0							
AC745	4	3.0	5.0						
AG456	4	5.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0
AB185	2	3.0							
AE453	2	3.0							
AF591	3	3.0	7.0						
AA047	3	4.0	7.0						
AA220	2	1.0							
AC652	1	7.0							
AF148	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AE964	1	7.0							
AD993	4	2.0	6.0						
AC329	2	1.0							
AA602	2	3.0							
AF151	2	7.0							
AC750	2	4.0							
AB180	4	1.0	6.0						
AF636	1	7.0							
AG050	2	6.0							
AB381	1	1.0							
AD117	3	4.0	7.0						
AA687	1	7.0							
AD321	1	2.0							
AB302	2	2.0							
AC016	2	2.0							
AC460	1	3.0							
AC466	1	2.0							
AA082	0			0.0	0.0	0.0	0.0	0.0	0.0
AB246	3	3.0	5.0						
AB616	5	4.0	6.0						
AB725	2	3.0							
AB476	1	1.0							
AB135	2	4.0							
AB211	3	3.0	7.0						
AC189	2	1.0							
AG554	1	7.0							
AE653	2	2.0							
AA238	1	2.0							
AB761	4	3.0	7.0						
AH052	2	3.0							
AC688	2	4.0							
AG808	4	1.0	5.0						
AC710	3	1.0	7.0						
AC069	1	7.0							
AD950	0			0.0	0.0	0.0	0.0	0.0	0.0
AC231	1	1.0							
AG305	1	7.0							
AA573	2	1.0							
AF255	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AC136	3	3.0	5.0						
AC909	1	5.0							
AG939	2	5.0							
AE493	2	6.0							
AE879	2	5.0							
AF145	1	7.0							
AA591	1	5.0							
AE532	1	1.0							
AG208	1	1.0							
AA715	1	1.0							
AF657	2	1.0							
AC848	1	1.0							
AE530	1	1.0							
AE992	1	1.0							
AD632	2	2.0							
AD627	3	3.0	7.0						
AA731	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AD943	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AC956	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AH091	1	7.0							
AG156	2	1.0							
AC379	1	2.0							
AC829	1	2.0							
AD203	1	2.0							
AB188	1	5.0							
AB618	3	3.0	7.0						
AE995	1	7.0							
AD023	1	7.0							
AA138	1	7.0							
AE182	1	7.0							
AD016	1	7.0							
AA513	2	6.0							
AH420	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB508	2	6.0							
AB763	2	5.0							
AB770	2	5.0							
AE860	1	4.0							
AD456	2	5.0							
AB506	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AF216	1	1.0							
AB762	2	5.0							
AB766	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB765	1	7.0							
AD186	2	6.0							
AG568	2	7.0							
AA644	1	2.0							
AA068	1	7.0							
AE755	0								
AE065	1	7.0							
AG621	3	3.0	7.0						
AE522	1	7.0							
AH121	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA030	1	4.0							
AA333	3	3.0	4.0						
AB764	1	7.0							
AB400	1	7.0							
AC930	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA075	2	1.0							
AA074	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD216	3	6.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0
AE262	2	2.0							
AD846	2	1.0							
AB560	4	2.0	7.0						
AB535	1	7.0							
AD072	1	1.0							
AD591	3	6.0	7.0						
AA695	3	4.0	7.0						
AD755	1	7.0							
AD622	4	4.0	5.0						
AD583	1	7.0							
AB247	2	3.0							
AF550	1	1.0							
AC184	2	3.0							
AC454	5	3.0	4.0						
AD473	2	3.0							
AD371	2	3.0							
AE399	1	3.0							
AH264	2	2.0							
AE673	3	4.0	7.0						
AA463	2	2.0							
AC810	4	2.0	7.0						
AA288	4	2.0	5.0						
AF569	1	7.0							
AF563	6	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AC940	4	3.0	5.0						
AG956	1	4.0							
AD421	1	4.0							
AB976	0			0.0	0.0	0.0	0.0	0.0	0.0
AE319	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AE742	1	7.0							
AC561	4	2.0	6.0						
AC972	1	3.0							
AG538	5	4.0	5.0						
AG620	1	7.0							
AD608	4	3.0	6.0						
AB498	2	4.0							
AA418	1	5.0							
AB244	2	4.0							
AG150	1	7.0							
AB987	3	5.0	7.0						
AA570	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD496	1	7.0							
AE651	2	1.0							
AD301	4	2.0	4.0	0.0	1.0	1.0	0.0	1.0	2.0
AG023	1	6.0							
AG024	1	6.0							
AB278	3	1.0	7.0						
AA485	4	4.0	6.0						
AC150	0								
AE211	1	2.0							
AD962	1	7.0							
AG295	2	3.0							
AA845	4	2.0	4.0						
AH444	3	2.0	7.0						
AB275	2	2.0							
AC753	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AA582	1	3.0							
AC433	2	3.0							
AE239	2	2.0							
AC074	2	2.0							
AA446	2	4.0							
AB487	2	4.0							
AG325	2	2.0							
AF092	1	7.0							
AA029	1	1.0							
AH422	2	4.0							
AD849	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AC500	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AD612	1	7.0							
AE019	0								
AG076	0			0.0	0.0	0.0	0.0	0.0	0.0
AG122	1	7.0							
AE435	1	1.0							
AF242	1	7.0							
AE539	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AB385	1	7.0							
AE022	1	7.0							
AD141	1	7.0							
AG032	2	3.0							
AH208	2	6.0							
AB727	1	7.0							
AF452	1	5.0							
AG829	3	1.0	7.0						
AC650	2	3.0							
AE402	2	1.0							
AE313	1	7.0							
AE244	2	3.0							
AE243	3	4.0	7.0						
AF149	3	5.0	7.0						
AG513	1	7.0							
AA169	3	4.0	5.0						
AG041	0								
AD806	1	3.0							
AF745	2	3.0							
AF605	0								
AA638	2	5.0							
AF528	2	2.0							
AF028	1	6.0							
AF176	0								
AD933	2	3.0							
AD931	7	1.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0
AA229	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AD354	3	1.0	7.0						
AE749	2	3.0							
AE704	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AE707	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AF549	2	1.0							
AC695	4	1.0	2.0						
AD197	0								
AC884	2	2.0							
AG408	2	2.0							
AA680	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AF858	2	2.0							
AG746	1	7.0							
AF904	2	3.0							
AB253	1	6.0							
AF985	1	4.0							
AH483	1	7.0							
AE758	1	3.0							
AH087	2	4.0							
AH115	1	2.0							
AE560	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AC817	1	3.0							
AB277	7	2.0	3.0						
AC157	3	5.0	7.0						
AE889	4	1.0	5.0						
AA684	2	1.0							
AC448	2	4.0							
AD837	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC648	2	2.0							
AE042	1	3.0							
AF289	1	7.0							
AE161	1	7.0							
AE163	1	6.0							
AE270	1	1.0							
AF680	3	2.0	7.0						
AG315	1	7.0							
AF424	2	2.0							
AD463	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC631	2	5.0							
AB873	1	5.0							
AG923	1	7.0							
AE421	2	2.0							
AD519	2	5.0							
AD906	2	4.0							
AC819	1	7.0							
AE209	2	4.0							
AE663	2	2.0							
AE657	2	6.0							
AE499	1	3.0							
AG653	1	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AE292	3	2.0	7.0						
AF811	3	4.0	7.0						
AC749	1	5.0							
AA268	1	1.0							
AF760	1	7.0							
AD585	2	4.0							
AH504	1	4.0							
AA878	1	1.0							
AB607	1	2.0							
AG492	2	5.0							
AG542	1	6.0							
AA526	2	4.0							
AF865	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC101	2	1.0							
AD512	1	4.0							
AD490	2	3.0							
AC674	2	3.0							
AH473	2	3.0							
AD573	1	6.0							
AC832	2	3.0							
AD222	1	6.0							
AB430	2	5.0							
AC044	2	4.0							
AB281	1	6.0							
AH211	2	6.0							
AC147	3	5.0	6.0						
AB526	1	6.0							
AE864	2	5.0							
AA309	2	5.0							
AB436	2	4.0							
AC717	2	2.0							
AC990	2	3.0							
AC467	1	6.0							
AH485	2	4.0							
AB944	1	6.0							
AA834	1	5.0							
AD375	1	5.0							
AD655	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD007	3	2.0	6.0						
AD586	1	6.0							
AE467	3	3.0	6.0						
AG498	2	2.0							
AE550	2	2.0							
AE551	1	6.0							
AC987	3	5.0	6.0						
AA042	3	5.0	6.0						
AD493	5	1.0	2.0						
AA511	2	1.0							
AD122	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AF967	1	4.0							
AG553	1	6.0							
AC649	4	1.0	3.0						
AG728	3	3.0	6.0						
AB428	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA660	0			0.0	0.0	0.0	0.0	0.0	0.0
AD183	0								
AC818	4	3.0	5.0						
AD182	3	4.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0
AD604	2	3.0							
AD406	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AC387	5	3.0	5.0						
AG149	1	6.0							
AE800	1	6.0							
AF687	2	4.0							
AB772	1	6.0							
AB519	3	4.0	6.0						
AE229	3	3.0	6.0						
AG936	1	6.0							
AD073	2	4.0							
AG920	2	5.0							
AC307	2	3.0							
AA725	0								
AC308	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AH499	2	5.0							
AG263	2	2.0							
AB981	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AA060	2	5.0							
AA271	1	5.0							
AG031	1	6.0							
AF348	1	6.0							
AG192	1	6.0							
AB368	1	6.0							
AD156	3	5.0	6.0						
AA462	1	6.0							
AG633	1	6.0							
AA461	1	6.0							
AA023	2	3.0							
AB751	2	3.0							
AC856	1	6.0							
AB397	3	5.0	6.0						
AA522	1	6.0							
AD964	2	1.0							
AF726	1	6.0							
AA270	1	5.0							
AB416	6	1.0	2.0						
AE245	4	2.0	2.0						
AE077	4	2.0	2.0						
AB496	2	3.0							
AG536	2	4.0							
AF359	2	2.0							
AF946	1	6.0							
AD146	1	6.0							
AC332	2	3.0							
AC402	1	6.0							
AB364	1	6.0							
AF458	4	1.0	6.0						
AB348	4	4.0	6.0						
AB729	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AB730	1	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AD779	1	6.0							
AB004	0								
AB003	0								
AD070	1	6.0							
AF135	1	6.0							
AG316	1	6.0							
AG800	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC278	1	6.0							
AC773	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA830	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC269	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF266	1	1.0							
AB787	0			0.0	0.0	0.0	0.0	0.0	0.0
AE283	1	5.0							
AB779	0			0.0	0.0	0.0	0.0	0.0	0.0
AA058	2	3.0							
AG853	2	4.0							
AA158	2	5.0							
AD153	2	5.0							
AB822	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB824	3	4.0	6.0						
AC327	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AG040	2	2.0							
AG930	2	4.0							
AG494	3	2.0	6.0						
AH237	1	6.0							
AF603	1	6.0							
AD913	1	6.0							
AD914	1	6.0							
AF174	1	6.0							
AF172	1	6.0							
AH491	0								
AC984	1	6.0							
AF628	1	6.0							
AG123	1	6.0							
AE855	1	6.0							
AG148	2	4.0							
AG307	2	2.0							
AB949	1	6.0							
AC295	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF555	1	1.0							
AF714	1	6.0							
AF771	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD963	3	1.0	6.0						
AC227	0								
AC104	1	6.0							
AA542	1	4.0							
AA549	2	1.0							
AB101	1	6.0							
AH176	2	2.0							
AE335	1	6.0							
AA777	1	6.0							
AH053	0								
AG624	1	5.0							
AC235	1	6.0							
AD192	2	3.0							
AC298	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD398	1	6.0							
AA753	3	5.0	6.0						
AG977	1	6.0							
AF631	3	2.0	6.0						
AD749	3	5.0	6.0						
AD174	1	5.0							
AD564	2	1.0							
AE904	2	6.0							
AH319	1	6.0							
AF077	0								
AG842	2	3.0							
AC360	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AE571	1	6.0							
AE844	2	5.0							
AB826	8	1.0	5.0						
AC603	2	3.0							
AH218	1	6.0							
AF371	2	2.0							
AF370	2	2.0							
AC177	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AE342	2	2.0							
AG199	2	5.0							
AC133	2	3.0							
AD154	1	6.0							
AC246	1	6.0							
AB544	1	2.0							
AE569	2	3.0							
AF812	1	6.0							
AB306	2	5.0							
AF155	2	5.0							
AE375	3	3.0	6.0						
AE756	1	3.0							
AA339	2	5.0							
AG578	1	6.0							
AG779	2	5.0							
AE213	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AH028	2	3.0							
AA384	2	5.0							
AC988	1	5.0							
AC284	2	3.0							
AC914	1	6.0							
AD990	1	5.0							
AF156	0								
AE038	1	3.0							
AF319	0								
AE040	0								
AF705	1	3.0							
AB410	4	3.0	5.0	0.0	1.0	1.0	0.0	1.0	2.0
AD696	1	1.0							
AE378	3	3.0	6.0						
AC964	2	5.0							
AE197	4	3.0	5.0						
AH183	2	3.0							
AE565	2	4.0							
AA296	2	3.0							
AG135	2	1.0							
AB268	3	3.0	6.0						
AB265	2	3.0							
AD955	2	2.0							
AD735	2	2.0							
AD351	2	4.0							
AG378	1	6.0							
AB380	3	1.0	6.0						
AF327	2	1.0							
AB488	2	1.0							
AC825	2	3.0							
AE151	2	3.0							
AF053	2	3.0							
AE769	2	5.0							
AA261	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA387	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD853	5	2.0	4.0						
AB693	2	6.0							
AD692	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF233	0			0.0	0.0	0.0	0.0	0.0	0.0
AD767	1	6.0							
AF331	2	2.0							
AF249	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AE659	1	6.0							
AA952	2	2.0							
AD592	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AG136	2	2.0							
AH313	2	3.0							
AD184	1	6.0							
AC396	1	6.0							
AH033	1	6.0							
AH123	1	6.0							
AE401	2	3.0							
AE237	4	3.0	3.0						
AC248	1	6.0							
AG202	1	6.0							
AF634	1	6.0							
AE813	1	6.0							
AA066	2	3.0							
AF732	2	2.0							
AF325	3	1.0	6.0						
AE687	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF051	1	6.0							
AE157	1	6.0							
AB089	4	5.0	6.0						
AD269	2	4.0							
AB205	2	1.0							
AG002	2	4.0							
AB677	2	4.0							
AG139	1	3.0							
AE732	1	3.0							
AC386	2	3.0							
AA426	4	1.0	5.0						
AD069	2	5.0							
AB084	1	4.0							
AF287	2	6.0							
AE503	2	1.0							
AC194	2	1.0							
AH497	0								
AG734	1	3.0							
AC893	1	4.0							
AF584	3	4.0	4.0						
AH068	2	1.0							
AA953	1	6.0							
AG204	1	6.0							
AG360	1	6.0							
AG198	2	6.0							
AD450	2	5.0							
AF646	2	1.0							
AC346	2	2.0							
AF188	1	6.0							
AH188	1	5.0							
AF438	1	1.0							
AA024	4	3.0	5.0						
AB515	2	1.0							
AB771	1	6.0							
AB510	1	6.0							
AC470	1	6.0							
AD376	1	6.0							
AG238	3	2.0	6.0						
AG694	1	4.0							
AD609	3	1.0	6.0						
AF407	1	6.0							
AD688	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF181	2	2.0							
AG593	1	6.0							
AB429	1	3.0							
AD530	4	1.0	5.0						
AB311	5	1.0	4.0						
AD372	0								
AB269	2	5.0							
AG491	1	6.0							
AH036	1	4.0							
AD756	2	6.0							
AE627	1	6.0							
AE407	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AE590	2	2.0							
AE340	1	6.0							
AA726	2	3.0							
AA635	2	5.0							
AC878	2	2.0							
AF346	3	2.0	6.0						
AF035	2	3.0							
AD503	2	5.0							
AD246	2	3.0							
AF111	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AB452	2	4.0							
AE934	1	6.0							
AC685	2	1.0							
AB608	2	2.0							
AA292	2	4.0							
AB263	2	1.0							
AE485	3	1.0	6.0						
AE044	2	2.0							
AB123	3	1.0	6.0						
AH101	2	1.0							
AH040	2	4.0							
AA978	2	5.0							
AC301	0			0.0	0.0	0.0	0.0	0.0	0.0
AG835	1	6.0							
AH321	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG294	1	2.0							
AG884	3	4.0	6.0						
AF098	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF862	2	2.0							
AD995	2	1.0							
AA529	1	6.0							
AF486	2	2.0							
AB076	3	4.0	5.0						
AE587	1	6.0							
AG919	1	5.0							
AD967	1	3.0							
AG401	1	6.0							
AE045	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AA835	2	4.0							
AB450	1	2.0							
AE240	2	3.0							
AB295	1	6.0							
AE882	1	2.0							
AF435	0								
AC718	0								
AG385	2	4.0							
AE444	3	1.0	6.0						
AA562	1	6.0							
