backbone_id	n_training_records	mean_amr_software_count	mean_gene_agreement_jaccard	mean_class_agreement_jaccard	mean_amr_uncertainty_score	amr_agreement_score
AF515	2	2.0	0.0	0.0	1.0	0.0
AG546	2	2.0	0.0	0.0	1.0	0.0
AG719	2	2.0	0.0	0.0	1.0	0.0
AA019	1	2.0	0.0	0.0	1.0	0.0
AA021	1	2.0	0.0	0.0	1.0	0.0
AA040	1	2.0	0.0	0.0	1.0	0.0
AA068	1	2.0	0.0	0.0	1.0	0.0
AA069	1	2.0	0.0	0.0	1.0	0.0
AA086	1	2.0	0.0	0.0	1.0	0.0
AA088	1	2.0	0.0	0.0	1.0	0.0
AA092	1	2.0	0.0	0.0	1.0	0.0
AA094	1	2.0	0.0	0.0	1.0	0.0
AA190	1	2.0	0.0	0.0	1.0	0.0
AA276	1	2.0	0.0	0.0	1.0	0.0
AA327	1	2.0	0.0	0.0	1.0	0.0
AA359	1	2.0	0.0	0.0	1.0	0.0
AA435	1	2.0	0.0	0.0	1.0	0.0
AA557	1	2.0	0.0	0.0	1.0	0.0
AA586	1	2.0	0.0	0.0	1.0	0.0
AA623	1	2.0	0.0	0.0	1.0	0.0
AA764	1	2.0	0.0	0.0	1.0	0.0
AA767	1	2.0	0.0	0.0	1.0	0.0
AA769	1	2.0	0.0	0.0	1.0	0.0
AA795	1	2.0	0.0	0.0	1.0	0.0
AA827	1	2.0	0.0	0.0	1.0	0.0
AA839	1	2.0	0.0	0.0	1.0	0.0
AA855	1	2.0	0.0	0.0	1.0	0.0
AA947	1	2.0	0.0	0.0	1.0	0.0
AB130	1	2.0	0.0	0.0	1.0	0.0
AB171	1	2.0	0.0	0.0	1.0	0.0
AB192	1	2.0	0.0	0.0	1.0	0.0
AB278	1	2.0	0.0	0.0	1.0	0.0
AB530	1	2.0	0.0	0.0	1.0	0.0
AB599	1	2.0	0.0	0.0	1.0	0.0
AB636	1	2.0	0.0	0.0	1.0	0.0
AB641	1	2.0	0.0	0.0	1.0	0.0
AB645	1	2.0	0.0	0.0	1.0	0.0
